customer_id,signup_date,plan_tier,monthly_usage_hours,support_tickets_last_90d,team_size,industry,nps_score,onboarding_completed,churned,days_to_churn
1462,2023-02-02,starter,91.37,6,10,retail,32.0,True,False,
1463,2023-11-20,enterprise,1402.32,8,151,tech,,True,False,
1464,2022-02-15,starter,127.05,0,8,retail,68.0,True,False,
1465,2023-08-01,starter,161.98,8,11,tech,68.0,True,False,
1466,2022-04-22,starter,88.1,2,13,tech,98.0,True,False,
1467,2022-03-30,free,45.17,2,3,retail,0.0,False,True,239.0
1468,2022-01-01,professional,573.55,3,29,healthcare,70.0,True,False,
1469,2023-03-17,starter,24.28,0,3,retail,88.0,False,False,
1470,2023-01-11,free,30.85,4,3,tech,58.0,False,False,
1471,2023-01-25,starter,151.94,7,13,healthcare,88.0,False,False,
1472,2023-07-28,starter,93.16,3,8,tech,61.0,True,False,
1473,2022-05-18,free,21.28,1,3,retail,54.0,False,False,
1474,2022-08-28,enterprise,729.29,9,76,finance,39.0,True,False,
1475,2023-10-25,enterprise,1777.94,14,171,finance,63.0,True,False,
1476,2023-02-05,starter,41.69,4,4,education,17.0,True,True,243.0
1477,2023-10-21,free,22.44,11,5,healthcare,31.0,True,True,54.0
1478,2023-07-10,starter,90.29,6,11,healthcare,30.0,True,False,
1479,2022-12-24,enterprise,1216.12,16,92,retail,99.0,True,False,
1480,2022-04-18,free,35.06,2,5,education,31.0,True,True,299.0
1481,2022-05-12,enterprise,154.56,17,20,education,76.0,True,False,
1482,2022-03-31,starter,58.57,8,11,retail,92.0,True,False,
1483,2022-12-09,free,41.31,5,4,finance,,False,True,53.0
1484,2023-02-05,enterprise,236.21,16,45,tech,81.0,True,False,
1485,2022-09-09,free,30.44,6,2,retail,27.0,True,True,80.0
1486,2022-07-06,starter,192.57,1,11,tech,80.0,True,False,
1487,2023-04-02,starter,32.39,10,5,healthcare,,True,True,194.0
1488,2022-05-14,starter,183.09,2,10,tech,73.0,True,False,
1489,2023-04-14,starter,42.09,5,7,tech,11.0,True,True,194.0
1490,2023-06-28,starter,114.13,8,11,healthcare,,True,False,
1491,2023-07-07,starter,31.82,2,4,healthcare,91.0,True,False,
1492,2022-04-04,starter,29.33,4,6,retail,1.0,True,True,353.0
1493,2022-08-09,free,16.69,5,3,tech,70.0,False,False,
1494,2023-03-23,enterprise,2189.23,20,195,tech,92.0,True,False,
1495,2023-07-28,enterprise,783.25,13,90,tech,,True,False,
1496,2022-11-28,starter,98.47,3,13,tech,,True,False,
1497,2023-11-20,starter,66.81,7,12,healthcare,55.0,True,False,
1498,2022-08-13,starter,92.85,5,11,healthcare,85.0,True,False,
1499,2023-05-05,professional,28.04,8,8,tech,62.0,True,False,
1500,2023-06-17,free,29.57,7,4,healthcare,,False,True,89.0
1501,2022-10-30,professional,448.82,0,44,tech,42.0,True,False,
1502,2023-09-01,starter,148.25,7,7,healthcare,51.0,True,False,
1503,2022-01-31,professional,53.66,5,7,healthcare,53.0,True,False,
1504,2023-05-08,starter,116.15,4,11,healthcare,5.0,False,True,185.0
1505,2022-02-21,enterprise,956.27,18,94,finance,40.0,True,False,
1506,2023-12-13,free,32.56,9,3,tech,,False,True,30.0
1507,2023-03-27,starter,12.87,7,4,education,77.0,True,False,
1508,2023-01-05,free,39.83,1,3,healthcare,86.0,True,False,
1509,2023-08-07,free,18.35,9,2,tech,,False,True,40.0
1510,2022-06-16,starter,62.28,12,7,retail,94.0,True,False,
1511,2022-09-07,free,33.07,0,5,retail,,False,True,43.0
1512,2023-01-14,professional,330.8,3,40,healthcare,68.0,True,False,
1513,2023-07-08,professional,400.93,5,34,finance,86.0,True,False,
1514,2022-05-13,professional,735.15,5,46,finance,44.0,True,False,
1515,2023-11-09,free,14.08,1,2,tech,40.0,False,False,
1516,2023-09-14,professional,95.04,5,11,finance,88.0,True,False,
1517,2022-07-25,free,19.5,8,1,retail,35.0,False,True,313.0
1518,2022-07-03,free,33.24,4,3,tech,16.0,True,True,519.0
1519,2023-07-05,enterprise,689.32,11,186,finance,55.0,True,False,
1520,2023-11-23,free,82.94,4,5,healthcare,35.0,False,True,30.0
1521,2023-04-12,starter,24.0,4,3,healthcare,,True,False,
1522,2023-03-15,professional,440.18,3,31,healthcare,45.0,True,False,
1523,2023-09-05,free,5.21,4,1,retail,35.0,False,True,39.0
1524,2022-08-15,free,21.4,7,3,tech,52.0,True,False,
1525,2023-10-17,starter,60.36,10,12,finance,6.0,True,True,36.0
1526,2022-10-01,free,44.44,0,5,finance,,True,True,391.0
1527,2023-11-06,professional,117.53,1,26,tech,48.0,True,False,
1528,2022-08-13,professional,436.08,12,34,education,48.0,True,False,
1529,2022-07-15,free,10.45,7,1,tech,83.0,False,False,
1530,2022-06-15,starter,290.96,8,13,tech,34.0,True,False,
1531,2022-02-21,starter,88.28,9,14,retail,,True,True,275.0
1532,2022-07-22,starter,56.0,6,11,education,22.0,True,True,359.0
1533,2023-09-05,enterprise,2351.26,14,128,finance,57.0,True,False,
1534,2022-03-18,free,6.87,3,1,education,85.0,True,False,
1535,2022-06-29,enterprise,960.15,14,140,healthcare,38.0,True,False,
1536,2022-06-12,professional,121.45,8,16,tech,,True,False,
1537,2022-04-28,starter,64.74,11,12,finance,37.0,True,False,
1538,2022-07-17,starter,192.95,9,14,finance,64.0,True,False,
1539,2022-11-01,free,70.33,5,5,healthcare,,True,True,295.0
1540,2023-10-06,enterprise,935.31,16,81,finance,96.0,True,False,
1541,2023-09-21,professional,40.5,4,9,education,94.0,True,False,
1542,2022-08-29,starter,34.03,4,2,tech,66.0,True,False,
1543,2023-07-30,enterprise,436.45,16,37,tech,76.0,True,False,
1544,2022-07-26,professional,491.06,6,39,healthcare,72.0,True,False,
1545,2022-12-06,starter,23.39,4,2,finance,71.0,True,False,
1546,2022-01-31,professional,412.7,9,24,finance,,True,True,538.0
1547,2023-03-07,free,22.97,5,2,tech,31.0,False,True,181.0
1548,2023-03-19,starter,44.68,3,11,retail,39.0,True,False,
1549,2023-08-17,enterprise,189.14,18,45,tech,31.0,True,False,
1550,2023-04-14,starter,71.49,3,6,healthcare,13.0,True,True,141.0
1551,2022-08-21,enterprise,1316.32,22,90,tech,84.0,False,False,
1552,2023-11-30,starter,79.01,8,5,education,61.0,True,False,
1553,2022-12-05,enterprise,318.46,15,22,tech,80.0,True,False,
1554,2023-10-13,starter,66.46,3,11,finance,,True,True,67.0
1555,2022-04-08,starter,140.77,0,14,tech,52.0,True,False,
1556,2023-03-12,free,34.01,7,3,retail,,False,True,198.0
1557,2023-04-04,enterprise,131.69,16,22,finance,56.0,True,False,
1558,2023-04-15,starter,170.13,3,14,education,41.0,True,False,
1559,2023-10-27,professional,181.81,12,17,finance,30.0,True,False,
1560,2022-07-01,free,39.16,13,4,healthcare,9.0,False,True,263.0
1561,2022-02-28,free,36.77,7,4,finance,,False,True,122.0
1562,2022-05-13,professional,470.94,7,39,finance,93.0,True,False,
1563,2022-10-29,starter,94.63,3,6,retail,79.0,True,False,
1564,2022-11-25,free,19.78,2,2,tech,15.0,False,True,269.0
1565,2023-09-02,professional,39.2,4,24,finance,55.0,True,False,
1566,2022-09-12,free,13.34,5,3,education,,True,True,281.0
1567,2023-06-07,starter,25.42,6,6,retail,90.0,False,False,
1568,2022-01-21,professional,416.34,2,31,retail,59.0,True,False,
1569,2022-01-22,starter,104.07,6,5,healthcare,46.0,True,False,
1570,2022-08-06,starter,120.21,5,11,retail,72.0,True,False,
1571,2022-07-02,starter,29.33,9,7,healthcare,55.0,True,False,
1572,2023-08-05,starter,33.15,6,7,tech,50.0,True,False,
1573,2022-08-29,starter,59.16,2,8,tech,47.0,True,False,
1574,2022-08-25,starter,83.49,0,4,retail,,True,True,203.0
1575,2023-12-17,free,11.86,4,3,tech,37.0,True,False,
1576,2022-01-14,starter,121.83,9,11,tech,44.0,True,False,
1577,2023-05-14,free,21.51,6,4,tech,2.0,False,True,68.0
1578,2022-03-30,enterprise,2100.54,7,185,education,92.0,True,False,
1579,2022-03-09,professional,200.95,8,15,tech,32.0,True,False,
1580,2022-11-04,starter,89.62,2,11,tech,,False,True,294.0
1581,2023-05-19,free,56.32,5,4,tech,17.0,False,True,31.0
1582,2023-06-14,professional,88.28,5,9,healthcare,71.0,True,False,
1583,2023-07-11,free,47.14,4,3,healthcare,95.0,False,False,
1584,2022-11-12,starter,100.2,5,8,healthcare,,True,True,264.0
1585,2023-09-02,starter,121.11,11,9,healthcare,,True,True,52.0
1586,2023-10-18,free,48.57,8,5,education,8.0,True,True,38.0
1587,2022-08-15,starter,179.18,8,11,tech,77.0,True,False,
1588,2022-01-11,starter,34.82,4,7,tech,33.0,True,True,378.0
1589,2022-10-20,free,39.27,8,4,healthcare,,True,True,207.0
1590,2023-01-10,professional,123.53,3,10,tech,,True,True,206.0
1591,2022-09-22,starter,35.86,9,3,retail,61.0,True,False,
1592,2022-02-20,professional,160.89,4,29,healthcare,70.0,True,False,
1593,2023-09-12,enterprise,1334.53,16,195,tech,67.0,False,False,
1594,2023-12-19,free,82.94,4,5,retail,,False,True,30.0
1595,2023-03-30,starter,49.63,6,4,finance,77.0,True,False,
1596,2022-03-23,professional,155.93,0,20,retail,30.0,True,False,
1597,2022-12-07,free,19.44,4,5,tech,6.0,False,True,241.0
1598,2022-11-27,enterprise,535.17,14,38,healthcare,32.0,False,False,
1599,2023-03-13,starter,114.93,5,14,education,33.0,True,False,
1600,2023-11-25,professional,529.95,3,44,finance,46.0,True,False,
1601,2022-07-04,starter,80.79,6,11,retail,,True,False,
1602,2022-01-05,free,78.28,10,5,retail,,True,True,503.0
1603,2022-03-25,professional,97.95,5,14,education,54.0,True,False,
1604,2023-04-16,starter,63.16,0,4,education,55.0,True,False,
1605,2023-05-15,professional,443.87,1,37,finance,,True,False,
1606,2022-09-24,starter,60.31,12,3,education,,False,True,353.0
1607,2022-08-04,starter,155.63,5,10,retail,41.0,True,False,
1608,2023-10-20,free,25.06,6,2,tech,,False,True,44.0
1609,2023-01-09,starter,41.27,7,8,education,27.0,True,True,260.0
1610,2023-02-14,starter,63.62,8,6,finance,,True,False,
1611,2022-11-28,professional,199.82,0,37,tech,96.0,True,False,
1612,2023-09-06,starter,101.16,7,11,retail,29.0,False,True,40.0
1613,2022-03-25,starter,229.51,3,14,healthcare,17.0,True,True,167.0
1614,2023-06-15,free,14.91,0,3,tech,,True,False,
1615,2023-06-03,professional,110.72,5,11,tech,17.0,True,True,195.0
1616,2022-09-23,starter,49.41,5,9,retail,49.0,True,False,
1617,2022-06-02,starter,25.54,2,2,finance,2.0,True,True,355.0
1618,2023-11-29,starter,180.42,2,14,retail,42.0,True,False,
1619,2022-12-02,free,74.9,8,5,retail,35.0,False,True,261.0
1620,2022-09-23,starter,65.51,6,6,finance,30.0,True,True,96.0
1621,2022-01-11,free,20.08,3,2,education,62.0,False,False,
1622,2023-05-24,free,24.96,6,4,healthcare,35.0,False,True,211.0
1623,2022-07-31,starter,64.56,6,7,tech,46.0,False,False,
1624,2023-05-03,free,58.74,0,4,healthcare,,True,True,38.0
1625,2023-04-29,starter,199.09,8,14,education,75.0,True,False,
1626,2023-12-26,free,48.69,6,5,tech,,True,False,
1627,2022-05-09,starter,15.84,2,4,tech,36.0,True,False,
1628,2022-03-11,starter,38.86,3,7,finance,,False,True,204.0
1629,2022-01-02,free,16.56,4,2,education,,True,True,155.0
1630,2023-08-23,enterprise,2139.48,10,198,finance,42.0,True,False,
1631,2022-12-30,starter,19.56,6,3,retail,,False,True,333.0
1632,2022-12-13,starter,75.17,3,14,tech,58.0,True,False,
1633,2023-12-23,starter,20.71,3,7,healthcare,39.0,True,False,
1634,2023-04-22,free,10.91,5,1,tech,33.0,True,True,112.0
1635,2022-03-02,starter,115.95,9,11,tech,83.0,True,False,
1636,2023-09-11,free,47.51,5,4,education,32.0,True,True,108.0
1637,2023-09-02,enterprise,681.98,16,176,tech,,True,False,
1638,2023-11-05,starter,194.28,0,14,healthcare,,True,True,42.0
1639,2022-05-29,free,56.49,0,4,retail,34.0,True,True,576.0
1640,2023-10-21,starter,12.83,3,2,retail,48.0,True,False,
1641,2022-08-31,professional,478.84,7,29,tech,97.0,True,False,
1642,2023-10-21,starter,26.85,6,2,education,52.0,True,False,
1643,2023-01-15,free,18.13,2,3,finance,27.0,False,True,119.0
1644,2023-04-14,starter,47.03,4,4,finance,79.0,True,False,
1645,2022-10-07,starter,103.55,1,9,tech,,True,True,137.0
1646,2022-12-29,free,23.56,6,3,finance,63.0,False,False,
1647,2022-01-12,starter,36.91,5,6,healthcare,13.0,False,True,326.0
1648,2022-08-04,starter,48.93,4,4,healthcare,40.0,True,False,
1649,2023-07-21,professional,881.38,7,43,finance,89.0,True,False,
1650,2022-01-22,starter,120.33,8,8,finance,39.0,False,True,413.0
1651,2023-03-28,free,54.49,7,4,healthcare,67.0,True,False,
1652,2023-03-27,starter,145.92,3,14,tech,45.0,True,False,
1653,2023-08-13,professional,585.68,3,31,retail,95.0,True,False,
1654,2023-06-23,starter,26.33,3,2,retail,88.0,True,False,
1655,2022-01-13,starter,60.98,5,6,healthcare,,True,False,
1656,2022-12-23,starter,21.53,2,4,tech,47.0,True,False,
1657,2023-01-15,starter,27.05,7,4,education,85.0,True,False,
1658,2023-03-14,starter,95.7,3,13,finance,14.0,False,True,135.0
1659,2022-02-04,starter,14.38,4,2,education,45.0,True,False,
1660,2023-10-14,starter,26.14,4,4,healthcare,78.0,True,False,
1661,2022-06-26,professional,295.63,7,17,education,49.0,True,False,
1662,2022-03-18,starter,83.88,3,5,finance,75.0,True,False,
1663,2023-11-30,starter,40.8,3,3,retail,41.0,True,False,
1664,2023-07-05,free,36.61,2,4,finance,83.0,False,False,
1665,2022-05-27,free,43.48,4,4,finance,17.0,False,True,79.0
1666,2022-06-07,free,20.73,5,3,tech,,False,True,57.0
1667,2022-12-30,professional,134.68,9,28,tech,59.0,True,False,
1668,2023-10-30,starter,34.49,7,5,retail,,True,True,42.0
1669,2023-07-16,starter,39.19,4,4,education,51.0,True,False,
1670,2023-10-28,starter,127.76,5,10,healthcare,61.0,True,False,
1671,2022-10-17,free,20.2,1,2,education,33.0,False,True,358.0
1672,2022-01-10,enterprise,190.76,11,20,education,,True,False,
1673,2022-09-18,starter,98.71,7,9,tech,33.0,False,True,176.0
1674,2023-10-24,starter,254.34,2,12,finance,79.0,True,False,
1675,2022-01-17,starter,15.9,6,3,tech,88.0,True,False,
1676,2023-10-17,starter,101.07,1,13,healthcare,46.0,True,False,
1677,2023-07-29,free,29.45,7,2,healthcare,74.0,False,False,
1678,2022-06-20,enterprise,939.05,6,118,finance,30.0,True,False,
1679,2022-02-09,starter,60.92,5,5,tech,71.0,True,False,
1680,2023-03-04,free,81.16,7,4,finance,25.0,True,True,211.0
1681,2023-11-16,free,24.88,7,3,finance,,True,True,45.0
1682,2022-09-01,professional,615.96,5,44,finance,,True,True,128.0
1683,2022-06-20,starter,79.72,4,5,tech,16.0,True,True,189.0
1684,2022-07-05,free,41.93,0,4,healthcare,19.0,True,True,89.0
1685,2023-11-24,professional,363.19,2,43,education,73.0,True,False,
1686,2022-06-25,professional,83.85,5,15,retail,39.0,True,True,162.0
1687,2022-10-04,free,59.37,1,3,retail,38.0,True,False,
1688,2022-01-04,free,20.3,5,2,healthcare,67.0,True,False,
1689,2022-07-22,free,47.31,6,4,finance,,True,True,458.0
1690,2023-09-24,starter,57.25,7,6,tech,,True,True,69.0
1691,2022-12-20,enterprise,935.89,17,114,retail,75.0,True,False,
1692,2023-08-28,starter,66.83,4,5,retail,57.0,True,False,
1693,2023-08-29,free,48.46,6,4,finance,32.0,False,True,96.0
1694,2022-10-25,free,48.62,3,3,education,29.0,False,True,431.0
1695,2022-07-03,starter,24.41,6,3,tech,21.0,True,True,39.0
1696,2022-03-08,enterprise,350.79,18,38,retail,70.0,True,False,
1697,2022-04-01,professional,103.64,11,8,tech,,True,True,138.0
1698,2023-08-27,professional,697.06,7,45,finance,65.0,True,False,
1699,2022-07-06,free,29.67,4,4,healthcare,30.0,False,True,228.0
1700,2022-11-28,free,17.36,7,5,healthcare,,False,True,289.0
1701,2023-09-16,starter,14.65,0,2,finance,58.0,True,False,
1702,2022-09-13,starter,55.73,7,6,tech,86.0,True,False,
1703,2023-08-11,professional,514.38,1,45,tech,93.0,True,False,
1704,2023-02-14,starter,81.78,5,4,finance,,True,True,136.0
1705,2023-02-24,starter,144.56,3,14,education,64.0,True,False,
1706,2023-06-17,starter,45.53,4,13,finance,,True,False,
1707,2023-06-21,free,10.83,5,1,retail,35.0,True,False,
1708,2023-05-14,enterprise,1116.56,17,105,healthcare,90.0,False,False,
1709,2023-05-02,starter,53.61,6,9,healthcare,46.0,True,False,
1710,2022-11-17,starter,36.69,6,7,education,,True,False,
1711,2023-03-27,professional,607.9,10,38,tech,91.0,True,False,
1712,2022-04-13,professional,112.85,4,23,finance,81.0,True,False,
1713,2023-07-15,starter,199.94,3,13,education,92.0,True,False,
1714,2022-03-08,starter,33.99,6,11,tech,21.0,True,True,58.0
1715,2022-07-11,free,57.28,3,5,education,,False,True,380.0
1716,2022-08-13,starter,82.28,8,6,retail,86.0,True,False,
1717,2022-04-15,free,29.93,6,3,retail,16.0,False,True,95.0
1718,2023-02-08,enterprise,992.66,11,125,tech,3.0,True,True,311.0
1719,2022-08-19,professional,184.66,3,26,finance,91.0,False,False,
1720,2023-04-15,free,7.74,4,1,finance,46.0,False,False,
1721,2022-03-09,starter,66.88,1,4,tech,,True,True,295.0
1722,2022-09-13,professional,372.75,9,49,retail,,True,True,309.0
1723,2022-02-02,free,29.65,6,4,retail,,True,True,241.0
1724,2023-12-03,free,10.31,2,1,education,,True,False,
1725,2023-11-05,free,29.14,3,4,finance,36.0,False,False,
1726,2022-08-03,enterprise,213.44,17,37,tech,67.0,True,False,
1727,2022-08-22,starter,13.52,10,2,education,90.0,True,False,
1728,2023-03-25,free,51.16,3,3,tech,40.0,True,False,
1729,2022-06-14,starter,33.95,9,4,retail,37.0,True,True,248.0
1730,2022-01-13,starter,148.9,4,11,finance,79.0,True,False,
1731,2022-08-29,professional,659.23,5,42,tech,95.0,True,False,
1732,2022-05-18,starter,275.06,0,14,tech,23.0,True,True,39.0
1733,2023-04-04,professional,110.92,4,25,tech,32.0,True,False,
1734,2022-12-26,free,17.5,2,3,retail,41.0,True,False,
1735,2023-03-24,free,34.09,2,3,tech,,False,True,52.0
1736,2022-08-30,free,39.84,2,5,healthcare,34.0,False,True,135.0
1737,2023-09-10,starter,73.66,7,5,healthcare,,True,True,53.0
1738,2023-06-20,starter,22.05,5,3,tech,,True,False,
1739,2022-09-17,starter,34.51,5,4,healthcare,81.0,True,False,
1740,2023-05-31,professional,408.37,3,41,finance,74.0,True,False,
1741,2022-11-30,enterprise,315.36,17,49,retail,56.0,True,False,
1742,2023-02-16,starter,85.54,11,8,tech,37.0,True,False,
1743,2023-02-03,free,11.36,4,1,healthcare,25.0,False,True,317.0
1744,2023-04-07,professional,663.35,5,30,education,,True,False,
1745,2023-05-13,free,51.8,1,5,retail,,True,True,175.0
1746,2023-09-16,enterprise,780.88,16,94,tech,72.0,True,False,
1747,2022-04-01,starter,30.87,7,3,finance,,True,True,157.0
1748,2023-05-13,starter,48.22,5,3,healthcare,7.0,False,True,133.0
1749,2023-04-30,enterprise,2058.51,22,156,tech,40.0,True,False,
1750,2023-11-07,enterprise,715.85,22,81,finance,58.0,True,False,
1751,2022-07-22,free,6.6,5,1,education,17.0,False,True,432.0
1752,2022-06-23,professional,175.29,7,18,healthcare,36.0,True,False,
1753,2022-04-17,professional,350.58,6,21,finance,43.0,True,False,
1754,2022-09-23,professional,195.9,3,26,retail,97.0,True,False,
1755,2022-05-06,free,59.43,4,4,tech,34.0,False,True,547.0
1756,2023-03-01,starter,68.84,3,7,retail,63.0,True,False,
1757,2022-03-24,free,20.54,9,4,tech,76.0,True,False,
1758,2023-05-07,professional,474.62,6,20,retail,,False,False,
1759,2023-04-22,starter,102.32,10,10,retail,,True,True,160.0
1760,2023-01-07,starter,115.8,8,14,education,,True,False,
1761,2023-11-24,professional,196.4,7,20,tech,36.0,True,False,
1762,2023-07-15,starter,152.8,3,13,retail,59.0,True,False,
1763,2022-09-15,free,43.44,1,3,finance,,True,True,194.0
1764,2023-11-04,enterprise,1334.27,13,90,retail,,False,False,
1765,2023-06-10,starter,198.44,9,12,tech,23.0,True,True,157.0
1766,2022-09-19,enterprise,529.72,18,154,retail,,True,False,
1767,2022-07-20,professional,354.65,5,34,healthcare,64.0,True,False,
1768,2022-12-31,starter,134.38,1,9,tech,97.0,True,False,
1769,2022-08-27,free,48.94,2,5,retail,,False,True,191.0
1770,2023-11-26,starter,78.62,0,10,retail,96.0,True,False,
1771,2022-07-06,starter,70.24,5,4,finance,84.0,True,False,
1772,2022-07-15,professional,159.72,8,16,healthcare,36.0,False,False,
1773,2022-12-28,professional,276.59,7,21,healthcare,42.0,True,False,
1774,2023-09-04,starter,26.67,2,4,finance,,True,False,
1775,2022-07-22,free,15.56,3,3,retail,96.0,True,False,
1776,2023-10-07,free,37.09,4,4,healthcare,32.0,True,True,53.0
1777,2023-06-11,starter,115.63,4,12,tech,69.0,True,False,
1778,2022-10-11,free,33.35,2,4,healthcare,,False,True,412.0
1779,2022-10-16,enterprise,454.11,19,111,finance,94.0,True,False,
1780,2023-05-12,professional,282.61,5,30,healthcare,37.0,True,False,
1781,2023-05-02,enterprise,1606.87,19,142,retail,98.0,True,False,
1782,2022-04-19,free,59.67,0,3,retail,13.0,False,True,130.0
1783,2023-02-18,starter,32.05,1,5,retail,92.0,False,False,
1784,2023-03-26,starter,45.33,7,2,finance,34.0,True,True,154.0
1785,2023-05-04,starter,66.2,12,5,education,,True,False,
1786,2023-05-15,starter,134.96,5,14,tech,41.0,True,False,
1787,2022-03-13,starter,16.61,10,4,retail,,True,False,
1788,2023-07-27,professional,997.26,4,44,tech,63.0,True,False,
1789,2023-07-05,free,39.77,3,5,healthcare,47.0,False,False,
1790,2022-09-17,professional,179.66,7,24,tech,37.0,True,True,231.0
1791,2022-02-15,starter,78.86,2,8,healthcare,48.0,True,False,
1792,2023-05-09,starter,101.51,4,12,healthcare,60.0,True,False,
1793,2022-10-28,starter,47.67,7,6,finance,23.0,True,True,415.0
1794,2023-02-28,free,16.25,3,2,tech,32.0,True,False,
1795,2022-12-17,starter,111.58,8,12,finance,11.0,True,True,256.0
1796,2022-04-27,starter,89.38,1,14,tech,48.0,True,False,
1797,2022-01-30,enterprise,1346.32,20,163,education,58.0,True,False,
1798,2022-12-30,starter,86.44,4,8,tech,35.0,True,False,
1799,2022-09-21,free,37.04,8,2,finance,,True,True,275.0
1800,2023-08-01,free,6.66,4,1,finance,,True,False,
1801,2023-05-22,professional,375.5,3,44,education,92.0,True,False,
1802,2023-02-18,free,27.69,11,3,healthcare,43.0,True,False,
1803,2022-07-16,starter,114.99,4,12,education,63.0,True,False,
1804,2023-09-21,starter,65.31,4,6,healthcare,38.0,False,True,43.0
1805,2022-04-17,professional,112.72,1,29,healthcare,84.0,True,False,
1806,2023-01-04,starter,136.29,6,13,retail,97.0,True,False,
1807,2023-01-26,free,43.54,3,5,finance,20.0,False,True,223.0
1808,2023-02-03,free,18.69,4,2,tech,55.0,True,False,
1809,2022-12-09,professional,97.91,6,29,finance,61.0,True,False,
1810,2023-11-01,free,15.52,10,3,tech,,False,True,41.0
1811,2023-06-08,starter,39.24,7,3,tech,,False,True,173.0
1812,2023-06-29,starter,35.1,7,12,education,,True,True,148.0
1813,2022-08-09,professional,200.29,6,35,retail,30.0,True,False,
1814,2022-03-04,starter,162.0,3,10,tech,96.0,True,False,
1815,2022-05-17,professional,124.27,1,15,healthcare,47.0,True,False,
1816,2022-10-28,professional,262.38,0,32,healthcare,,False,True,138.0
1817,2023-07-21,free,30.07,7,3,retail,71.0,True,False,
1818,2022-05-16,starter,32.43,8,6,healthcare,44.0,True,False,
1819,2022-09-29,free,27.03,4,4,retail,14.0,False,True,118.0
1820,2022-12-16,enterprise,1354.16,15,133,tech,68.0,True,False,
1821,2023-01-31,free,42.27,12,5,tech,11.0,False,True,245.0
1822,2022-03-24,free,41.29,3,3,tech,,True,True,481.0
1823,2022-01-01,starter,154.24,3,12,retail,34.0,True,False,
1824,2023-12-28,free,12.38,5,2,finance,64.0,False,False,
1825,2023-03-08,starter,30.15,7,5,education,38.0,True,False,
1826,2022-08-17,starter,202.91,5,12,healthcare,60.0,True,False,
1827,2022-10-05,enterprise,124.51,18,29,finance,78.0,True,False,
1828,2022-08-31,enterprise,322.38,11,45,retail,58.0,True,False,
1829,2022-05-17,professional,149.91,6,8,tech,96.0,True,False,
1830,2023-01-01,starter,126.44,6,7,tech,99.0,True,False,
1831,2022-08-23,starter,56.93,4,9,tech,40.0,True,False,
1832,2023-10-08,starter,61.84,5,4,retail,,True,True,83.0
1833,2023-01-27,free,16.5,5,3,education,,True,True,91.0
1834,2022-05-30,free,8.68,8,1,tech,10.0,False,True,580.0
1835,2023-08-03,starter,46.67,10,8,education,7.0,False,True,102.0
1836,2023-05-26,starter,17.98,3,4,retail,89.0,True,False,
1837,2023-12-02,starter,123.61,4,12,education,58.0,True,False,
1838,2023-04-06,starter,69.14,0,7,tech,33.0,True,False,
1839,2023-06-08,professional,39.21,5,8,finance,37.0,True,False,
1840,2023-06-14,professional,274.65,0,27,tech,36.0,False,False,
1841,2022-10-10,starter,105.64,10,9,finance,,True,False,
1842,2022-02-12,starter,148.07,6,10,finance,,True,False,
1843,2022-11-07,enterprise,530.43,10,48,healthcare,98.0,False,False,
1844,2022-03-28,starter,77.61,1,6,finance,62.0,True,False,
1845,2023-04-12,professional,236.34,4,29,retail,91.0,True,False,
1846,2022-08-22,enterprise,2319.68,17,121,healthcare,72.0,True,False,
1847,2023-10-12,enterprise,234.67,10,48,tech,1.0,False,True,60.0
1848,2022-01-22,starter,143.32,3,8,healthcare,,True,True,386.0
1849,2023-02-05,free,45.58,9,5,tech,,False,False,
1850,2023-05-11,starter,73.85,7,13,education,88.0,True,False,
1851,2023-09-20,starter,29.47,8,4,education,89.0,True,False,
1852,2023-10-10,professional,32.5,7,6,finance,52.0,True,False,
1853,2022-11-26,professional,209.29,5,23,finance,39.0,False,False,
1854,2022-01-22,starter,34.78,0,3,tech,83.0,True,False,
1855,2022-06-08,starter,75.41,5,10,retail,35.0,True,False,
1856,2022-05-19,enterprise,846.71,18,129,finance,85.0,True,False,
1857,2023-10-01,free,17.19,9,2,healthcare,,True,True,47.0
1858,2023-09-29,professional,228.91,7,31,finance,,True,True,54.0
1859,2023-05-22,starter,100.76,3,13,retail,92.0,True,False,
1860,2023-05-02,enterprise,1503.61,18,165,tech,91.0,False,False,
1861,2023-07-24,professional,54.0,5,23,tech,48.0,True,False,
1862,2023-03-23,starter,79.34,3,12,healthcare,60.0,True,False,
1863,2022-07-10,starter,71.37,2,10,tech,35.0,True,False,
1864,2023-12-11,free,37.53,6,3,education,84.0,False,False,
1865,2022-09-19,starter,70.28,0,13,finance,35.0,True,False,
1866,2022-06-11,enterprise,510.53,9,46,tech,32.0,False,False,
1867,2022-09-13,professional,43.34,4,8,healthcare,71.0,True,False,
1868,2022-01-17,enterprise,1403.75,14,123,finance,57.0,True,False,
1869,2023-05-09,starter,37.57,6,5,healthcare,43.0,True,False,
1870,2023-08-17,starter,48.65,8,11,finance,12.0,False,True,124.0
1871,2023-04-01,professional,171.84,6,24,tech,47.0,True,False,
1872,2023-07-02,free,5.96,1,1,retail,39.0,False,False,
1873,2023-04-18,starter,70.67,0,6,tech,36.0,True,True,241.0
1874,2022-02-18,professional,190.36,4,41,tech,40.0,True,False,
1875,2023-07-01,free,24.92,8,3,education,20.0,True,True,89.0
