date,station_id,station_name,daily_riders,avg_temp_f,precipitation_inches,is_holiday,day_of_week,nearby_events,construction_nearby,fare_zone
2022-03-20,STN005,University South,2251,68.4,0.07,False,Sunday,0,False,2
2022-03-21,STN005,University South,4531,69.7,0.01,False,Monday,0,False,2
2022-03-22,STN005,University South,3449,71.9,0.03,False,Tuesday,1,False,2
2022-03-23,STN005,University South,4346,67.1,0.01,False,Wednesday,1,False,2
2022-03-24,STN005,University South,4351,71.7,0.04,False,Thursday,0,False,2
2022-03-25,STN005,University South,3621,97.6,0.05,False,Friday,0,False,2
2022-03-26,STN005,University South,2316,82.9,0.04,False,Saturday,0,False,2
2022-03-27,STN005,University South,2152,82.9,0.09,False,Sunday,0,False,2
2022-03-28,STN005,University South,4436,73.3,0.07,False,Monday,0,False,2
2022-03-29,STN005,University South,4113,96.9,0.05,False,Tuesday,1,False,2
2022-03-30,STN005,University South,3668,94.5,0.03,False,Wednesday,0,True,2
2022-03-31,STN005,University South,4359,65.8,0.01,False,Thursday,0,False,2
2022-04-01,STN005,University South,4489,84.0,0.09,False,Friday,0,False,2
2022-04-02,STN005,University South,2381,87.3,0.03,False,Saturday,0,False,2
2022-04-03,STN005,University South,2083,84.9,0.02,False,Sunday,0,False,2
2022-04-04,STN005,University South,4216,84.7,0.0,False,Monday,1,False,2
2022-04-05,STN005,University South,4269,77.7,0.1,False,Tuesday,0,False,2
2022-04-06,STN005,University South,3814,82.4,0.05,False,Wednesday,0,False,2
2022-04-07,STN005,University South,4623,69.3,0.03,False,Thursday,0,False,2
2022-04-08,STN005,University South,4145,85.4,0.02,False,Friday,0,False,2
2022-04-09,STN005,University South,2464,84.6,0.01,False,Saturday,0,False,2
2022-04-10,STN005,University South,1987,73.0,0.04,False,Sunday,0,False,2
2022-04-11,STN005,University South,4180,84.4,0.1,False,Monday,0,False,2
2022-04-12,STN005,University South,3691,80.0,0.03,False,Tuesday,1,False,2
2022-04-13,STN005,University South,3785,82.8,0.0,False,Wednesday,0,True,2
2022-04-14,STN005,University South,4692,83.4,0.13,False,Thursday,0,False,2
2022-04-15,STN005,University South,4505,88.2,0.06,False,Friday,0,False,2
2022-04-16,STN005,University South,2492,88.9,0.01,False,Saturday,0,False,2
2022-04-17,STN005,University South,1887,82.6,0.02,False,Sunday,0,False,2
2022-04-18,STN005,University South,4241,89.5,0.01,False,Monday,0,False,2
2022-04-19,STN005,University South,4094,77.3,0.05,False,Tuesday,1,False,2
2022-04-20,STN005,University South,4050,89.9,0.0,False,Wednesday,1,True,2
2022-04-21,STN005,University South,4132,76.3,0.08,False,Thursday,2,False,2
2022-04-22,STN005,University South,3671,78.1,0.01,False,Friday,0,True,2
2022-04-23,STN005,University South,2809,83.7,0.06,False,Saturday,0,False,2
2022-04-24,STN005,University South,2022,73.8,0.17,False,Sunday,0,False,2
2022-04-25,STN005,University South,4632,69.6,0.01,False,Monday,1,True,2
2022-04-26,STN005,University South,3679,83.9,0.07,False,Tuesday,0,False,2
2022-04-27,STN005,University South,3416,83.1,0.05,False,Wednesday,1,True,2
2022-04-28,STN005,University South,4811,82.5,0.07,False,Thursday,0,False,2
2022-04-29,STN005,University South,4041,74.5,0.03,False,Friday,0,False,2
2022-04-30,STN005,University South,3269,70.9,0.05,False,Saturday,1,False,2
2022-05-01,STN005,University South,2061,62.1,0.04,False,Sunday,0,False,2
2022-05-02,STN005,University South,4914,66.9,0.03,False,Monday,0,False,2
2022-05-03,STN005,University South,3866,90.9,0.05,False,Tuesday,0,False,2
2022-05-04,STN005,University South,4321,78.1,0.02,False,Wednesday,1,False,2
2022-05-05,STN005,University South,4609,79.6,0.01,False,Thursday,1,False,2
2022-05-06,STN005,University South,3781,85.5,0.05,False,Friday,0,False,2
2022-05-07,STN005,University South,2552,80.7,0.07,False,Saturday,2,False,2
2022-05-08,STN005,University South,1939,62.7,0.02,False,Sunday,1,False,2
2022-05-09,STN005,University South,4085,82.8,0.04,False,Monday,0,True,2
2022-05-10,STN005,University South,4032,67.1,0.01,False,Tuesday,1,False,2
2022-05-11,STN005,University South,3722,90.4,0.03,False,Wednesday,0,False,2
2022-05-12,STN005,University South,4254,78.6,0.05,False,Thursday,0,False,2
2022-05-13,STN005,University South,4503,80.9,0.01,False,Friday,0,False,2
2022-05-14,STN005,University South,2443,71.0,0.02,False,Saturday,1,True,2
2022-05-15,STN005,University South,1915,76.1,0.08,False,Sunday,0,False,2
2022-05-16,STN005,University South,4528,83.3,0.03,False,Monday,0,True,2
2022-05-17,STN005,University South,3912,87.3,0.12,False,Tuesday,0,False,2
2022-05-18,STN005,University South,3947,79.3,0.0,False,Wednesday,0,False,2
2022-05-19,STN005,University South,4507,74.6,0.02,False,Thursday,0,False,2
2022-05-20,STN005,University South,3937,66.3,0.06,False,Friday,0,False,2
2022-05-21,STN005,University South,2604,76.2,0.03,False,Saturday,0,False,2
2022-05-22,STN005,University South,2090,60.7,0.01,False,Sunday,0,False,2
2022-05-23,STN005,University South,4340,76.4,0.0,False,Monday,1,False,2
2022-05-24,STN005,University South,4762,78.4,0.04,False,Tuesday,0,False,2
2022-05-25,STN005,University South,4307,63.7,0.05,False,Wednesday,0,False,2
2022-05-26,STN005,University South,4303,75.3,0.13,False,Thursday,0,False,2
2022-05-27,STN005,University South,4508,71.8,0.02,False,Friday,0,False,2
2022-05-28,STN005,University South,2980,81.8,0.05,False,Saturday,0,False,2
2022-05-29,STN005,University South,2379,75.7,0.07,False,Sunday,0,False,2
2022-05-30,STN005,University South,4285,79.3,0.02,False,Monday,0,False,2
2022-05-31,STN005,University South,4115,91.9,0.0,False,Tuesday,1,False,2
2022-06-01,STN005,University South,1750,71.4,0.01,False,Wednesday,0,False,2
2022-06-02,STN005,University South,1636,65.3,0.01,False,Thursday,0,False,2
2022-06-03,STN005,University South,1538,66.0,0.04,False,Friday,0,True,2
2022-06-04,STN005,University South,1127,53.4,0.15,False,Saturday,0,False,2
2022-06-05,STN005,University South,743,68.2,0.03,False,Sunday,0,False,2
2022-06-06,STN005,University South,1755,63.4,0.03,False,Monday,1,False,2
2022-06-07,STN005,University South,1781,65.9,0.04,False,Tuesday,1,False,2
2022-06-08,STN005,University South,1481,57.5,0.01,False,Wednesday,0,False,2
2022-06-09,STN005,University South,1539,60.3,0.03,False,Thursday,1,False,2
2022-06-10,STN005,University South,1690,56.8,0.01,False,Friday,0,False,2
2022-06-11,STN005,University South,976,69.2,0.0,False,Saturday,0,False,2
2022-06-12,STN005,University South,767,67.0,0.17,False,Sunday,0,False,2
2022-06-13,STN005,University South,1336,40.5,0.11,False,Monday,0,True,2
2022-06-14,STN005,University South,1700,60.6,0.03,False,Tuesday,0,False,2
2022-06-15,STN005,University South,1630,60.9,0.01,False,Wednesday,0,False,2
2022-06-16,STN005,University South,1321,64.7,0.14,False,Thursday,1,False,2
2022-06-17,STN005,University South,1618,66.9,0.04,False,Friday,0,False,2
2022-06-18,STN005,University South,1076,60.8,0.01,False,Saturday,0,False,2
2022-06-19,STN005,University South,856,42.1,0.03,False,Sunday,0,False,2
2022-06-20,STN005,University South,1976,60.8,0.01,False,Monday,0,False,2
2022-06-21,STN005,University South,1787,57.7,0.02,False,Tuesday,0,False,2
2022-06-22,STN005,University South,1610,55.9,0.02,False,Wednesday,0,False,2
2022-06-23,STN005,University South,1712,61.1,0.01,False,Thursday,0,False,2
2022-06-24,STN005,University South,1733,44.2,0.04,False,Friday,0,False,2
2022-06-25,STN005,University South,895,60.0,0.01,False,Saturday,0,False,2
2022-06-26,STN005,University South,821,63.0,0.0,False,Sunday,1,False,2
2022-06-27,STN005,University South,1733,67.1,0.15,False,Monday,0,False,2
2022-06-28,STN005,University South,1626,53.9,0.02,False,Tuesday,0,True,2
2022-06-29,STN005,University South,1602,61.1,0.03,False,Wednesday,1,False,2
2022-06-30,STN005,University South,1634,43.8,0.08,False,Thursday,0,True,2
2022-07-01,STN005,University South,1422,62.0,0.0,False,Friday,0,False,2
2022-07-02,STN005,University South,923,64.0,0.08,False,Saturday,0,False,2
2022-07-03,STN005,University South,840,37.4,0.1,False,Sunday,0,False,2
2022-07-04,STN005,University South,1013,47.5,0.02,True,Monday,0,False,2
2022-07-05,STN005,University South,1566,47.2,0.03,False,Tuesday,0,False,2
2022-07-06,STN005,University South,1541,44.6,0.11,False,Wednesday,0,False,2
2022-07-07,STN005,University South,1594,58.2,0.02,False,Thursday,2,True,2
2022-07-08,STN005,University South,1395,36.2,0.03,False,Friday,1,False,2
2022-07-09,STN005,University South,1125,55.3,0.04,False,Saturday,1,False,2
2022-07-10,STN005,University South,794,47.1,0.02,False,Sunday,0,False,2
2022-07-11,STN005,University South,1594,53.7,0.05,False,Monday,0,False,2
2022-07-12,STN005,University South,1707,61.6,0.11,False,Tuesday,0,False,2
2022-07-13,STN005,University South,1708,53.6,0.0,False,Wednesday,0,False,2
2022-07-14,STN005,University South,1504,41.6,0.03,False,Thursday,0,False,2
2022-07-15,STN005,University South,1643,57.2,0.05,False,Friday,0,False,2
2022-07-16,STN005,University South,779,45.5,0.19,False,Saturday,0,True,2
2022-07-17,STN005,University South,618,40.8,0.01,False,Sunday,0,True,2
2022-07-18,STN005,University South,1819,62.7,0.02,False,Monday,0,False,2
2022-07-19,STN005,University South,1821,41.7,0.01,False,Tuesday,1,False,2
2022-07-20,STN005,University South,1794,42.3,0.01,False,Wednesday,0,False,2
2022-07-21,STN005,University South,1653,42.1,0.01,False,Thursday,0,False,2
2022-07-22,STN005,University South,1632,47.5,0.02,False,Friday,2,False,2
2022-07-23,STN005,University South,1067,56.8,0.02,False,Saturday,1,False,2
2022-07-24,STN005,University South,750,48.2,0.05,False,Sunday,0,False,2
2022-07-25,STN005,University South,1454,49.4,0.05,False,Monday,2,False,2
2022-07-26,STN005,University South,1458,32.1,0.08,False,Tuesday,0,False,2
2022-07-27,STN005,University South,1609,28.4,0.08,False,Wednesday,0,False,2
2022-07-28,STN005,University South,1727,55.8,0.08,False,Thursday,0,False,2
2022-07-29,STN005,University South,1638,46.7,0.02,False,Friday,0,False,2
2022-07-30,STN005,University South,915,34.9,0.01,False,Saturday,0,False,2
2022-07-31,STN005,University South,812,58.9,0.05,False,Sunday,1,False,2
2022-08-01,STN005,University South,1873,35.4,0.0,False,Monday,1,False,2
2022-08-02,STN005,University South,1727,43.7,0.01,False,Tuesday,1,False,2
2022-08-03,STN005,University South,1301,31.2,0.01,False,Wednesday,2,False,2
2022-08-04,STN005,University South,1386,40.1,0.07,False,Thursday,0,False,2
2022-08-05,STN005,University South,1783,43.1,0.1,False,Friday,1,False,2
2022-08-06,STN005,University South,780,49.6,0.1,False,Saturday,0,True,2
2022-08-07,STN005,University South,704,45.3,0.08,False,Sunday,0,False,2
2022-08-08,STN005,University South,1590,30.3,0.04,False,Monday,0,False,2
2022-08-09,STN005,University South,1540,43.6,0.02,False,Tuesday,2,False,2
2022-08-10,STN005,University South,1805,48.7,0.06,False,Wednesday,0,False,2
2022-08-11,STN005,University South,2225,53.2,0.01,False,Thursday,0,False,2
2022-08-12,STN005,University South,1444,48.7,0.01,False,Friday,0,False,2
2022-08-13,STN005,University South,793,36.0,0.01,False,Saturday,1,False,2
2022-08-14,STN005,University South,768,48.3,0.0,False,Sunday,0,False,2
2022-08-15,STN005,University South,1668,30.5,0.2,False,Monday,0,False,2
2022-08-16,STN005,University South,1571,29.1,0.09,False,Tuesday,0,False,2
2022-08-17,STN005,University South,1830,38.3,0.04,False,Wednesday,0,False,2
2022-08-18,STN005,University South,1325,34.7,0.01,False,Thursday,0,False,2
2022-08-19,STN005,University South,1587,40.6,0.11,False,Friday,0,True,2
2022-08-20,STN005,University South,911,38.6,0.07,False,Saturday,0,False,2
2022-08-21,STN005,University South,593,37.2,0.06,False,Sunday,0,True,2
2022-08-22,STN005,University South,1633,38.4,0.0,False,Monday,0,True,2
2022-08-23,STN005,University South,1343,39.4,0.3,False,Tuesday,0,False,2
2022-08-24,STN005,University South,1623,30.4,0.06,False,Wednesday,1,False,2
2022-08-25,STN005,University South,1665,24.7,0.15,False,Thursday,0,False,2
2022-08-26,STN005,University South,1720,37.1,0.05,False,Friday,1,False,2
2022-08-27,STN005,University South,820,43.4,0.15,False,Saturday,0,True,2
2022-08-28,STN005,University South,709,33.8,0.02,False,Sunday,0,True,2
2022-08-29,STN005,University South,1399,25.7,0.16,False,Monday,0,False,2
2022-08-30,STN005,University South,1557,34.0,0.01,False,Tuesday,0,False,2
2022-08-31,STN005,University South,1568,32.6,0.04,False,Wednesday,1,True,2
2022-09-01,STN005,University South,3190,40.2,0.0,False,Thursday,0,True,2
2022-09-02,STN005,University South,3834,31.8,0.0,False,Friday,0,False,2
2022-09-03,STN005,University South,2034,12.9,0.05,False,Saturday,0,False,2
2022-09-04,STN005,University South,1753,28.4,0.1,False,Sunday,0,False,2
2022-09-05,STN005,University South,3299,32.3,0.01,False,Monday,1,False,2
2022-09-06,STN005,University South,4247,25.1,0.05,False,Tuesday,0,False,2
2022-09-07,STN005,University South,3930,31.1,0.06,False,Wednesday,0,False,2
2022-09-08,STN005,University South,3730,17.0,0.03,False,Thursday,0,True,2
2022-09-09,STN005,University South,3740,37.8,0.15,False,Friday,0,False,2
2022-09-10,STN005,University South,2129,12.8,0.06,False,Saturday,0,False,2
2022-09-11,STN005,University South,2076,37.7,0.0,False,Sunday,0,False,2
2022-09-12,STN005,University South,4006,23.5,0.06,False,Monday,1,False,2
2022-09-13,STN005,University South,3829,25.2,0.05,False,Tuesday,0,False,2
2022-09-14,STN005,University South,3100,27.6,0.01,False,Wednesday,0,True,2
2022-09-15,STN005,University South,4241,43.0,0.01,False,Thursday,1,False,2
2022-09-16,STN005,University South,3863,19.5,0.01,False,Friday,0,False,2
2022-09-17,STN005,University South,2912,34.7,0.01,False,Saturday,1,False,2
2022-09-18,STN005,University South,1734,27.6,0.03,False,Sunday,0,True,2
2022-09-19,STN005,University South,4279,22.6,0.15,False,Monday,0,False,2
2022-09-20,STN005,University South,4054,36.9,0.05,False,Tuesday,1,True,2
2022-09-21,STN005,University South,3655,22.8,0.04,False,Wednesday,1,False,2
2022-09-22,STN005,University South,3865,24.6,0.01,False,Thursday,0,False,2
2022-09-23,STN005,University South,3792,26.3,0.02,False,Friday,2,False,2
2022-09-24,STN005,University South,2244,43.4,0.05,False,Saturday,0,False,2
2022-09-25,STN005,University South,1658,11.7,0.01,False,Sunday,0,True,2
2022-09-26,STN005,University South,3769,24.2,0.17,False,Monday,1,False,2
2022-09-27,STN005,University South,4833,29.8,0.03,False,Tuesday,0,False,2
2022-09-28,STN005,University South,3964,30.7,0.01,False,Wednesday,0,False,2
2022-09-29,STN005,University South,3568,26.9,0.08,False,Thursday,1,False,2
2022-09-30,STN005,University South,4487,43.6,0.01,False,Friday,0,False,2
2022-10-01,STN005,University South,2610,25.4,0.0,False,Saturday,0,False,2
2022-10-02,STN005,University South,1703,34.4,0.12,False,Sunday,0,False,2
2022-10-03,STN005,University South,4175,37.3,0.12,False,Monday,0,True,2
2022-10-04,STN005,University South,4089,19.5,0.03,False,Tuesday,0,False,2
2022-10-05,STN005,University South,4163,21.2,0.05,False,Wednesday,0,False,2
2022-10-06,STN005,University South,4134,30.2,0.0,False,Thursday,1,False,2
2022-10-07,STN005,University South,4156,28.8,0.03,False,Friday,0,False,2
2022-10-08,STN005,University South,2538,31.2,0.02,False,Saturday,0,False,2
2022-10-09,STN005,University South,2002,23.7,0.03,False,Sunday,1,False,2
2022-10-10,STN005,University South,4173,29.4,0.06,False,Monday,1,False,2
2022-10-11,STN005,University South,4190,33.1,0.06,False,Tuesday,0,False,2
2022-10-12,STN005,University South,3394,27.4,0.0,False,Wednesday,0,True,2
2022-10-13,STN005,University South,4051,37.3,0.18,False,Thursday,0,False,2
2022-10-14,STN005,University South,3209,21.4,0.12,False,Friday,0,True,2
2022-10-15,STN005,University South,2998,26.6,0.01,False,Saturday,0,False,2
2022-10-16,STN005,University South,1978,43.8,0.07,False,Sunday,1,False,2
2022-10-17,STN005,University South,3638,32.4,0.0,False,Monday,1,False,2
2022-10-18,STN005,University South,4543,33.0,0.04,False,Tuesday,0,False,2
2022-10-19,STN005,University South,3243,29.8,0.06,False,Wednesday,1,True,2
2022-10-20,STN005,University South,4121,43.2,0.02,False,Thursday,0,False,2
2022-10-21,STN005,University South,4047,26.8,0.01,False,Friday,0,False,2
2022-10-22,STN005,University South,2532,36.7,0.0,False,Saturday,0,False,2
2022-10-23,STN005,University South,2160,45.0,0.05,False,Sunday,0,False,2
2022-10-24,STN005,University South,3764,38.0,0.01,False,Monday,0,False,2
2022-10-25,STN005,University South,3885,39.2,0.04,False,Tuesday,1,False,2
2022-10-26,STN005,University South,5308,48.5,0.09,False,Wednesday,0,False,2
2022-10-27,STN005,University South,3406,37.8,0.06,False,Thursday,1,True,2
2022-10-28,STN005,University South,3945,19.0,0.0,False,Friday,0,True,2
2022-10-29,STN005,University South,1820,28.9,0.0,False,Saturday,0,True,2
2022-10-30,STN005,University South,1681,38.1,0.26,False,Sunday,0,False,2
2022-10-31,STN005,University South,3749,32.2,0.0,False,Monday,0,False,2
2022-11-01,STN005,University South,3635,32.9,0.05,False,Tuesday,0,True,2
2022-11-02,STN005,University South,3977,44.0,0.04,False,Wednesday,0,False,2
2022-11-03,STN005,University South,4164,33.7,0.01,False,Thursday,0,False,2
2022-11-04,STN005,University South,3627,40.7,0.08,False,Friday,1,False,2
2022-11-05,STN005,University South,2357,26.2,0.03,False,Saturday,0,False,2
2022-11-06,STN005,University South,2031,35.0,0.06,False,Sunday,1,False,2
2022-11-07,STN005,University South,3861,39.1,0.09,False,Monday,1,False,2
2022-11-08,STN005,University South,4281,33.2,0.04,False,Tuesday,0,False,2
2022-11-09,STN005,University South,3893,36.4,0.03,False,Wednesday,0,True,2
2022-11-10,STN005,University South,3864,30.8,0.06,False,Thursday,0,False,2
2022-11-11,STN005,University South,4080,41.5,0.04,False,Friday,0,False,2
2022-11-12,STN005,University South,2460,24.4,0.04,False,Saturday,1,False,2
2022-11-13,STN005,University South,2053,36.4,0.04,False,Sunday,2,False,2
2022-11-14,STN005,University South,3831,28.7,0.13,False,Monday,0,False,2
2022-11-15,STN005,University South,4858,54.3,0.04,False,Tuesday,1,False,2
2022-11-16,STN005,University South,3772,32.7,0.01,False,Wednesday,0,False,2
2022-11-17,STN005,University South,2923,42.5,0.04,False,Thursday,1,True,2
2022-11-18,STN005,University South,3702,32.0,0.11,False,Friday,0,False,2
2022-11-19,STN005,University South,2306,36.3,0.01,False,Saturday,0,False,2
2022-11-20,STN005,University South,1947,43.1,0.02,False,Sunday,0,False,2
2022-11-21,STN005,University South,3629,26.2,0.03,False,Monday,0,False,2
2022-11-22,STN005,University South,3763,34.5,0.05,False,Tuesday,0,False,2
2022-11-23,STN005,University South,4132,31.7,0.2,False,Wednesday,1,False,2
2022-11-24,STN005,University South,3938,50.3,0.03,False,Thursday,1,False,2
2022-11-25,STN005,University South,3895,42.7,0.05,False,Friday,0,True,2
2022-11-26,STN005,University South,2777,52.7,0.02,False,Saturday,0,False,2
2022-11-27,STN005,University South,2167,47.2,0.02,False,Sunday,1,False,2
2022-11-28,STN005,University South,4026,42.2,0.01,False,Monday,0,False,2
2022-11-29,STN005,University South,3984,42.3,0.03,False,Tuesday,0,False,2
2022-11-30,STN005,University South,3734,56.8,0.08,False,Wednesday,0,True,2
2022-12-01,STN005,University South,3735,58.7,0.13,False,Thursday,1,False,2
2022-12-02,STN005,University South,3913,50.6,0.0,False,Friday,1,False,2
2022-12-03,STN005,University South,2242,47.2,0.08,False,Saturday,0,True,2
2022-12-04,STN005,University South,1726,41.5,0.01,False,Sunday,0,True,2
2022-12-05,STN005,University South,3368,47.3,0.04,False,Monday,1,True,2
2022-12-06,STN005,University South,4089,41.4,0.1,False,Tuesday,0,False,2
2022-12-07,STN005,University South,3914,48.3,0.02,False,Wednesday,0,False,2
2022-12-08,STN005,University South,3990,53.9,0.05,False,Thursday,0,False,2
2022-12-09,STN005,University South,4478,51.9,0.04,False,Friday,1,False,2
2022-12-10,STN005,University South,2476,46.4,0.0,False,Saturday,0,False,2
2022-12-11,STN005,University South,2051,44.1,0.14,False,Sunday,0,False,2
2022-12-12,STN005,University South,4564,48.0,0.03,False,Monday,1,False,2
2022-12-13,STN005,University South,4438,35.1,0.05,False,Tuesday,0,False,2
2022-12-14,STN005,University South,3974,49.3,0.03,False,Wednesday,0,False,2
2022-12-15,STN005,University South,3641,32.5,0.0,False,Thursday,1,False,2
2022-12-16,STN005,University South,4349,56.0,0.01,False,Friday,0,False,2
2022-12-17,STN005,University South,2468,52.5,0.07,False,Saturday,0,False,2
2022-12-18,STN005,University South,1955,55.6,0.01,False,Sunday,1,False,2
2022-12-19,STN005,University South,3788,51.0,0.01,False,Monday,0,False,2
2022-12-20,STN005,University South,4582,78.6,0.02,False,Tuesday,1,True,2
2022-12-21,STN005,University South,4410,66.7,0.08,False,Wednesday,0,False,2
2022-12-22,STN005,University South,4397,53.9,0.05,False,Thursday,0,False,2
2022-12-23,STN005,University South,4134,52.2,0.0,False,Friday,1,False,2
2022-12-24,STN005,University South,1319,48.6,0.04,True,Saturday,0,True,2
2022-12-25,STN005,University South,1235,40.8,0.03,True,Sunday,0,False,2
2022-12-26,STN005,University South,4545,46.1,0.02,False,Monday,0,False,2
2022-12-27,STN005,University South,3881,49.3,0.01,False,Tuesday,0,True,2
2022-12-28,STN005,University South,3690,58.5,0.09,False,Wednesday,1,False,2
2022-12-29,STN005,University South,3693,63.6,0.03,False,Thursday,0,True,2
2022-12-30,STN005,University South,3322,51.2,0.03,False,Friday,1,True,2
2022-12-31,STN005,University South,2817,55.2,0.02,False,Saturday,0,False,2
2023-01-01,STN005,University South,1274,55.0,0.07,True,Sunday,1,False,2
2023-01-02,STN005,University South,3762,61.9,0.04,False,Monday,0,False,2
2023-01-03,STN005,University South,4046,36.4,0.01,False,Tuesday,0,False,2
2023-01-04,STN005,University South,4152,62.2,0.09,False,Wednesday,0,False,2
2023-01-05,STN005,University South,3456,43.9,0.16,False,Thursday,0,False,2
2023-01-06,STN005,University South,4187,51.2,0.16,False,Friday,1,False,2
2023-01-07,STN005,University South,2564,58.4,0.03,False,Saturday,0,False,2
2023-01-08,STN005,University South,2273,65.7,0.01,False,Sunday,0,False,2
2023-01-09,STN005,University South,3870,48.6,0.06,False,Monday,0,False,2
2023-01-10,STN005,University South,4011,62.0,0.05,False,Tuesday,0,False,2
2023-01-11,STN005,University South,4265,56.0,0.08,False,Wednesday,0,True,2
2023-01-12,STN005,University South,4587,52.2,0.02,False,Thursday,0,False,2
2023-01-13,STN005,University South,4889,47.1,0.07,False,Friday,0,False,2
2023-01-14,STN005,University South,2751,56.2,0.04,False,Saturday,1,False,2
2023-01-15,STN005,University South,2248,67.3,0.01,False,Sunday,2,False,2
2023-01-16,STN005,University South,4311,61.9,0.09,False,Monday,1,False,2
2023-01-17,STN005,University South,3176,61.6,0.12,False,Tuesday,0,True,2
2023-01-18,STN005,University South,3998,72.2,0.03,False,Wednesday,1,False,2
2023-01-19,STN005,University South,4322,66.8,0.1,False,Thursday,0,False,2
2023-01-20,STN005,University South,3649,57.6,0.05,False,Friday,0,True,2
2023-01-21,STN005,University South,2393,72.2,0.0,False,Saturday,0,False,2
2023-01-22,STN005,University South,1710,67.6,0.01,False,Sunday,1,True,2
2023-01-23,STN005,University South,4319,58.5,0.0,False,Monday,0,False,2
2023-01-24,STN005,University South,3250,58.9,0.06,False,Tuesday,1,False,2
2023-01-25,STN005,University South,4342,63.3,0.11,False,Wednesday,0,False,2
2023-01-26,STN005,University South,3651,55.0,0.01,False,Thursday,0,False,2
2023-01-27,STN005,University South,3674,81.8,0.08,False,Friday,0,False,2
2023-01-28,STN005,University South,2159,65.4,0.09,False,Saturday,0,True,2
2023-01-29,STN005,University South,2021,65.0,0.03,False,Sunday,1,False,2
2023-01-30,STN005,University South,3888,86.4,0.03,False,Monday,0,False,2
2023-01-31,STN005,University South,4188,63.6,0.0,False,Tuesday,0,False,2
2023-02-01,STN005,University South,3713,57.1,0.17,False,Wednesday,0,False,2
2023-02-02,STN005,University South,3806,72.7,0.06,False,Thursday,0,True,2
2023-02-03,STN005,University South,4439,70.3,0.0,False,Friday,1,False,2
2023-02-04,STN005,University South,2339,70.4,0.15,False,Saturday,0,False,2
2023-02-05,STN005,University South,2401,54.7,0.11,False,Sunday,0,True,2
2023-02-06,STN005,University South,4074,51.8,0.02,False,Monday,0,False,2
2023-02-07,STN005,University South,3719,56.0,0.01,False,Tuesday,1,False,2
2023-02-08,STN005,University South,3633,77.7,0.02,False,Wednesday,0,False,2
2023-02-09,STN005,University South,4467,71.6,0.04,False,Thursday,1,False,2
2023-02-10,STN005,University South,3270,60.8,0.03,False,Friday,0,True,2
2023-02-11,STN005,University South,2504,71.2,0.01,False,Saturday,0,False,2
2023-02-12,STN005,University South,1920,66.1,0.02,False,Sunday,0,False,2
2023-02-13,STN005,University South,4317,69.4,0.01,False,Monday,0,False,2
2023-02-14,STN005,University South,4496,71.6,0.07,False,Tuesday,1,False,2
2023-02-15,STN005,University South,4342,64.3,0.01,False,Wednesday,1,False,2
2023-02-16,STN005,University South,3800,68.8,0.21,False,Thursday,0,False,2
2023-02-17,STN005,University South,4136,93.1,0.01,False,Friday,0,False,2
2023-02-18,STN005,University South,2132,74.9,0.11,False,Saturday,0,False,2
2023-02-19,STN005,University South,2034,87.8,0.04,False,Sunday,0,False,2
2023-02-20,STN005,University South,4469,81.1,0.01,False,Monday,0,False,2
2023-02-21,STN005,University South,4208,71.4,0.02,False,Tuesday,1,True,2
2023-02-22,STN005,University South,3793,78.1,0.06,False,Wednesday,0,False,2
2023-02-23,STN005,University South,4111,77.9,0.05,False,Thursday,0,False,2
2023-02-24,STN005,University South,4835,68.8,0.06,False,Friday,1,True,2
2023-02-25,STN005,University South,2907,59.6,0.19,False,Saturday,0,False,2
2023-02-26,STN005,University South,2386,66.8,0.08,False,Sunday,1,False,2
2023-02-27,STN005,University South,4212,65.3,0.11,False,Monday,0,False,2
2023-02-28,STN005,University South,4083,75.8,0.05,False,Tuesday,0,False,2
2023-03-01,STN005,University South,4192,74.5,0.04,False,Wednesday,0,False,2
2023-03-02,STN005,University South,3712,74.4,0.04,False,Thursday,0,False,2
2023-03-03,STN005,University South,4084,64.8,0.01,False,Friday,1,False,2
2023-03-04,STN005,University South,2703,62.1,0.01,False,Saturday,0,False,2
2023-03-05,STN005,University South,2225,71.4,0.02,False,Sunday,0,False,2
2023-03-06,STN005,University South,4041,77.4,0.01,False,Monday,0,False,2
2023-03-07,STN005,University South,4645,75.3,0.01,False,Tuesday,0,False,2
2023-03-08,STN005,University South,3063,75.7,0.01,False,Wednesday,1,True,2
2023-03-09,STN005,University South,4386,71.6,0.11,False,Thursday,0,False,2
2023-03-10,STN005,University South,4449,76.1,0.03,False,Friday,0,False,2
2023-03-11,STN005,University South,2321,66.5,0.1,False,Saturday,0,False,2
2023-03-12,STN005,University South,1772,78.7,0.09,False,Sunday,0,False,2
2023-03-13,STN005,University South,3960,80.5,0.1,False,Monday,0,False,2
2023-03-14,STN005,University South,4732,68.3,0.14,False,Tuesday,0,False,2
2023-03-15,STN005,University South,3866,80.2,0.02,False,Wednesday,0,False,2
2023-03-16,STN005,University South,3862,79.9,0.14,False,Thursday,0,True,2
2023-03-17,STN005,University South,3991,74.8,0.02,False,Friday,0,False,2
2023-03-18,STN005,University South,2622,87.3,0.02,False,Saturday,1,False,2
2023-03-19,STN005,University South,2314,69.4,0.03,False,Sunday,0,False,2
2023-03-20,STN005,University South,4360,82.2,0.0,False,Monday,0,False,2
2023-03-21,STN005,University South,3929,90.6,0.04,False,Tuesday,0,False,2
